id,name,state,city,county,geocode_display_name,roof_area_sqft,latitude,longitude,company_id,building_type,land_use_type,footprint_wkt,data_source
ms-tx-000159,Microsoft footprint TX #160,TX,Brownsville,Cameron County,"South Iowa Avenue, Brownsville, Cameron County, Texas, 78521, United States",391117.8,25.9106548,-97.4394923,,commercial_industrial_unknown,unknown,"MULTIPOLYGON (((-97.438429 25.911627, -97.439525 25.911663, -97.43954 25.911277, -97.440269 25.911301, -97.440304 25.910429, -97.441287 25.910461, -97.44129 25.910381, -97.441362 25.910383, -97.441369 25.910227, -97.441296 25.910224, -97.4413 25.910118, -97.439867 25.910072, -97.439882 25.909706, -97.439558 25.909695, -97.43956 25.909649, -97.439434 25.909645, -97.439432 25.909689, -97.439065 25.909677, -97.439054 25.909954, -97.4393 25.909962, -97.439297 25.910053, -97.438493 25.910027, -97.438429 25.911627)))",microsoft_us_building_footprints
ms-tx-000160,Microsoft footprint TX #161,TX,,Bastrop County,"Hyatt Lost Pines, Bastrop County, Texas, United States",165440.97,30.1653695,-97.4446658,,commercial_industrial_unknown,unknown,"MULTIPOLYGON (((-97.445745 30.165377, -97.445633 30.165311, -97.445566 30.165395, -97.445207 30.16518, -97.445262 30.165112, -97.444971 30.164761, -97.443786 30.164585, -97.443708 30.164682, -97.44432 30.164772, -97.443981 30.165194, -97.443621 30.164978, -97.443414 30.165235, -97.443977 30.165319, -97.44356 30.165838, -97.443877 30.165885, -97.443947 30.165531, -97.444049 30.165592, -97.444426 30.16536, -97.444144 30.165318, -97.444453 30.16493, -97.444585 30.16495, -97.444589 30.16493, -97.444766 30.165036, -97.444716 30.165288, -97.444832 30.165305, -97.444355 30.165899, -97.444765 30.165959, -97.444861 30.166075, -97.445034 30.166064, -97.445176 30.166085, -97.445745 30.165377)))",microsoft_us_building_footprints
ms-tx-000161,Microsoft footprint TX #162,TX,Gonzales,Gonzales County,"324, Johnson Road, Gonzales, Gonzales County, Texas, 78629, United States",109442.61,29.5338076,-97.4553574,,commercial_industrial_unknown,unknown,"MULTIPOLYGON (((-97.455922 29.533367, -97.455676 29.532781, -97.455401 29.532868, -97.455535 29.533187, -97.455094 29.533328, -97.455098 29.533392, -97.45501 29.53342, -97.455077 29.533578, -97.455176 29.533546, -97.455201 29.533606, -97.455336 29.533563, -97.455353 29.533782, -97.454773 29.533815, -97.454805 29.534239, -97.455056 29.534225, -97.45502 29.534139, -97.455084 29.534136, -97.455095 29.534288, -97.455018 29.534292, -97.455031 29.534473, -97.455118 29.534679, -97.455476 29.534658, -97.455441 29.534196, -97.455652 29.534184, -97.455649 29.534134, -97.455775 29.534127, -97.455746 29.533739, -97.455419 29.533757, -97.455403 29.533531, -97.455568 29.533478, -97.455569 29.533479, -97.455922 29.533367)))",microsoft_us_building_footprints
ms-tx-000162,Microsoft footprint TX #163,TX,Corpus Christi,Nueces County,"225, 44th Street, Central City, Corpus Christi, Nueces County, Texas, 78405, United States",143675.43,27.7837271,-97.4425709,,commercial_industrial_unknown,unknown,"MULTIPOLYGON (((-97.442766 27.782333, -97.442346 27.782339, -97.442365 27.7833, -97.442313 27.783301, -97.442336 27.784504, -97.442388 27.784503, -97.4424 27.785103, -97.442819 27.785097, -97.442766 27.782333)))",microsoft_us_building_footprints
ms-tx-000163,Microsoft footprint TX #164,TX,Brownsville,Cameron County,"702, Elca Lane, Brownsville, Cameron County, Texas, 78521, United States",120792.17,25.9082800,-97.4446145,,commercial_industrial_unknown,unknown,"MULTIPOLYGON (((-97.44498 25.907509, -97.444338 25.90748, -97.444249 25.909051, -97.444891 25.90908, -97.44498 25.907509)))",microsoft_us_building_footprints
ms-tx-000164,Microsoft footprint TX #165,TX,Corpus Christi,Nueces County,"4831, Baldwin Boulevard, Central City, Corpus Christi, Nueces County, Texas, 78405, United States",122821.88,27.7945335,-97.4513718,,commercial_industrial_unknown,unknown,"MULTIPOLYGON (((-97.452236 27.794689, -97.450755 27.7938, -97.450517 27.794111, -97.450674 27.794388, -97.450675 27.794387, -97.450705 27.794439, -97.45082 27.794509, -97.450849 27.794496, -97.451291 27.794761, -97.451272 27.794786, -97.451316 27.794863, -97.451354 27.794886, -97.451298 27.794958, -97.45131 27.794979, -97.451535 27.795114, -97.451512 27.795145, -97.45163 27.795216, -97.451662 27.795202, -97.451785 27.795276, -97.452236 27.794689)))",microsoft_us_building_footprints
ms-tx-000165,Microsoft footprint TX #166,TX,Fort Worth,Tarrant County,"Tier 1 Leonard Dallas Area Excellerated Program Middle School, Chapin Road, Fort Worth, Tarrant County, Texas, 76116, United States",115425.98,32.7191353,-97.4721050,,commercial_industrial_unknown,unknown,"MULTIPOLYGON (((-97.471604 32.719762, -97.472 32.719762, -97.471999 32.719512, -97.472466 32.719512, -97.472466 32.71929, -97.472531 32.71929, -97.472532 32.71943, -97.472856 32.71943, -97.472855 32.718878, -97.472528 32.718879, -97.472528 32.719019, -97.47246 32.719019, -97.47246 32.718807, -97.471989 32.718808, -97.471989 32.718453, -97.4716 32.718453, -97.4716 32.718954, -97.47175 32.718954, -97.471751 32.719015, -97.471603 32.719015, -97.471604 32.719762)))",microsoft_us_building_footprints
ms-tx-000166,Microsoft footprint TX #167,TX,Matamoros,Matamoros,"Calle Cuatro, Matamoros, Tamaulipas, 87300, Mexico",101074.5,25.8843422,-97.5023408,,commercial_industrial_unknown,unknown,"MULTIPOLYGON (((-97.501678 25.88438, -97.501936 25.884623, -97.502314 25.88461, -97.502315 25.884634, -97.502184 25.884638, -97.50219 25.884783, -97.502398 25.884776, -97.502479 25.884954, -97.502648 25.885114, -97.502755 25.88511, -97.50269 25.883548, -97.502625 25.88355, -97.502642 25.883957, -97.502369 25.883966, -97.502364 25.883837, -97.50242 25.883835, -97.502424 25.883939, -97.502538 25.883935, -97.502535 25.88387, -97.502525 25.883833, -97.502514 25.883591, -97.502245 25.8836, -97.502256 25.883847, -97.502292 25.883846, -97.50232 25.883908, -97.50223 25.883941, -97.502233 25.884005, -97.502316 25.884002, -97.50232 25.884101, -97.501668 25.884124, -97.501678 25.88438)))",microsoft_us_building_footprints
ms-tx-000167,Microsoft footprint TX #168,TX,,Tarrant County,"Lake Shore Court North, Tarrant County, Texas, 76071, United States",225766.25,32.9635304,-97.4954819,,commercial_industrial_unknown,unknown,"MULTIPOLYGON (((-97.496609 32.963513, -97.496506 32.963497, -97.496571 32.9632, -97.49629 32.962943, -97.495452 32.962814, -97.495413 32.962778, -97.494963 32.963123, -97.49494 32.963102, -97.494849 32.963088, -97.494844 32.963113, -97.49461 32.963077, -97.494589 32.963176, -97.494735 32.963198, -97.494683 32.963436, -97.49475 32.963498, -97.494661 32.963902, -97.494713 32.96391, -97.494673 32.963941, -97.494655 32.963924, -97.49462 32.96395, -97.49468 32.963959, -97.494576 32.964434, -97.4949 32.964484, -97.495775 32.963812, -97.495757 32.963795, -97.495952 32.963825, -97.495947 32.963829, -97.496156 32.963861, -97.496609 32.963513)))",microsoft_us_building_footprints
ms-tx-000168,Microsoft footprint TX #169,TX,Turf Estates Number 1 Colonia,El Paso County,"El Paso County Sheriff's Office Headquarters, Garment Road, Turf Estates Number 1 Colonia, El Paso County, Texas, 79998, United States",103109.13,31.8113382,-106.2591874,,commercial_industrial_unknown,unknown,"MULTIPOLYGON (((-106.259598 31.811865, -106.25958 31.810764, -106.258778 31.810773, -106.258796 31.811873, -106.258949 31.811871, -106.25895 31.81192, -106.259064 31.811919, -106.259065 31.811957, -106.259347 31.811954, -106.259346 31.811868, -106.259598 31.811865)))",microsoft_us_building_footprints
ms-tx-000169,Microsoft footprint TX #170,TX,El Paso,El Paso County,"William Slider Middle School, 11700, School Lane, El Paso, El Paso County, Texas, 79936, United States",107750.47,31.7631619,-106.2860510,,commercial_industrial_unknown,unknown,"MULTIPOLYGON (((-106.286502 31.762608, -106.285706 31.76261, -106.285706 31.76277, -106.285667 31.76277, -106.285668 31.762952, -106.285541 31.762953, -106.285541 31.763062, -106.285605 31.763062, -106.285607 31.763502, -106.285496 31.763503, -106.285496 31.763571, -106.285597 31.763571, -106.285597 31.763706, -106.285962 31.763705, -106.285962 31.76364, -106.286024 31.76364, -106.286024 31.763725, -106.286355 31.763724, -106.286354 31.763576, -106.286413 31.763576, -106.286413 31.763547, -106.286506 31.763546, -106.286502 31.762608)))",microsoft_us_building_footprints
ms-tx-000170,Microsoft footprint TX #171,TX,El Paso,El Paso County,"JCPenney, Joe Battle Boulevard, El Paso, El Paso County, Texas, 79998, United States",159632.94,31.7665282,-106.2662472,,commercial_industrial_unknown,unknown,"MULTIPOLYGON (((-106.267141 31.766155, -106.266831 31.766171, -106.266816 31.76616, -106.266813 31.766119, -106.266382 31.766141, -106.266386 31.766187, -106.266046 31.766204, -106.266049 31.766243, -106.265297 31.766281, -106.264861 31.765977, -106.264706 31.766137, -106.265081 31.766399, -106.265136 31.766397, -106.265157 31.766375, -106.265197 31.766403, -106.265203 31.766491, -106.265297 31.766486, -106.265307 31.766628, -106.265458 31.766734, -106.265921 31.76671, -106.265927 31.766796, -106.26609 31.766788, -106.266106 31.767019, -106.26704 31.766971, -106.267051 31.767127, -106.267136 31.767122, -106.267125 31.766973, -106.267198 31.76697, -106.267141 31.766155)))",microsoft_us_building_footprints
ms-tx-000171,Microsoft footprint TX #172,TX,El Paso,El Paso County,"Abundant Church, 1000, Valley Crest Drive, El Paso, El Paso County, Texas, 79907, United States",132598.72,31.7160002,-106.3113350,,commercial_industrial_unknown,unknown,"MULTIPOLYGON (((-106.311859 31.715269, -106.311858 31.715269, -106.311901 31.7151, -106.311459 31.715018, -106.311432 31.715125, -106.31125 31.715091, -106.311195 31.715306, -106.311345 31.715334, -106.311256 31.715683, -106.311007 31.715637, -106.310881 31.716134, -106.310908 31.71617, -106.310906 31.716171, -106.310998 31.716188, -106.310871 31.716687, -106.310877 31.716688, -106.310784 31.717054, -106.311044 31.717102, -106.31111 31.716842, -106.311137 31.716847, -106.311151 31.71679, -106.311415 31.716643, -106.311554 31.716669, -106.311678 31.716185, -106.311542 31.716008, -106.311597 31.715978, -106.311687 31.715995, -106.31172 31.715865, -106.31171 31.715852, -106.311859 31.715269)))",microsoft_us_building_footprints
ms-tx-000172,Microsoft footprint TX #173,TX,El Paso,El Paso County,"Rojas Drive, Vista Del Sol Industrial Park, El Paso, El Paso County, Texas, 79907, United States",131513.77,31.7158227,-106.2934746,,commercial_industrial_unknown,unknown,"MULTIPOLYGON (((-106.292376 31.715901, -106.292619 31.716413, -106.294496 31.715768, -106.294489 31.715753, -106.294602 31.715715, -106.294516 31.715532, -106.294459 31.715551, -106.29431 31.715236, -106.292376 31.715901)))",microsoft_us_building_footprints
ms-tx-000173,Microsoft footprint TX #174,TX,El Paso,El Paso County,"9045, Billy the Kid Street, Ysleta, El Paso, El Paso County, Texas, 79907, United States",107114.35,31.6991299,-106.3223025,,commercial_industrial_unknown,unknown,"MULTIPOLYGON (((-106.321587 31.699163, -106.321732 31.699291, -106.321672 31.69934, -106.322158 31.699769, -106.322497 31.699491, -106.322533 31.699522, -106.322583 31.699481, -106.322546 31.699448, -106.322793 31.699245, -106.32284 31.699287, -106.323064 31.699104, -106.323008 31.699055, -106.323022 31.699043, -106.322487 31.698572, -106.322511 31.698553, -106.322424 31.698476, -106.321587 31.699163)))",microsoft_us_building_footprints
ms-tx-000174,Microsoft footprint TX #175,TX,El Paso,El Paso County,"10001, Southside Road, El Paso, El Paso County, Texas, 79927, United States",107876.33,31.6546293,-106.3217240,,commercial_industrial_unknown,unknown,"MULTIPOLYGON (((-106.322435 31.65424, -106.321973 31.654465, -106.3218 31.65435, -106.321597 31.654382, -106.321311 31.653958, -106.321209 31.654008, -106.321089 31.654277, -106.321179 31.65441, -106.320982 31.654441, -106.321069 31.65457, -106.32116 31.654786, -106.321237 31.654901, -106.321522 31.654855, -106.321457 31.655001, -106.321637 31.655268, -106.322197 31.654995, -106.322063 31.654795, -106.322129 31.654763, -106.32209 31.65459, -106.322389 31.654686, -106.32241 31.654718, -106.322515 31.654666, -106.322578 31.654761, -106.322767 31.654669, -106.322731 31.654645, -106.322678 31.654703, -106.322617 31.654611, -106.322667 31.654557, -106.322638 31.654516, -106.3225 31.654538, -106.322435 31.65424)))",microsoft_us_building_footprints
ms-tx-000175,Microsoft footprint TX #176,TX,El Paso,El Paso County,"Eastwood Middle School, 2612, Cumbre Negra Street, El Paso, El Paso County, Texas, 79935, United States",133691.72,31.7785938,-106.3355001,,commercial_industrial_unknown,unknown,"MULTIPOLYGON (((-106.334497 31.778703, -106.334497 31.778847, -106.334502 31.778847, -106.334503 31.779018, -106.336334 31.779017, -106.336465 31.778687, -106.33619 31.778687, -106.336189 31.778613, -106.336214 31.778613, -106.336214 31.778292, -106.335853 31.778292, -106.335839 31.778333, -106.335836 31.778333, -106.335765 31.778316, -106.335798 31.778217, -106.335733 31.778201, -106.335762 31.778114, -106.335307 31.778001, -106.335304 31.77801, -106.334871 31.777904, -106.334776 31.778183, -106.335052 31.778251, -106.335052 31.77836, -106.335302 31.778422, -106.335302 31.778431, -106.335624 31.778532, -106.335624 31.778641, -106.335589 31.778641, -106.335568 31.778703, -106.334497 31.778703)))",microsoft_us_building_footprints
ms-tx-000176,Microsoft footprint TX #177,TX,El Paso,El Paso County,"Goodyear Drive, El Paso, El Paso County, Texas, 79936, United States",352598.48,31.7425168,-106.3142487,,commercial_industrial_unknown,unknown,"MULTIPOLYGON (((-106.31291 31.742795, -106.313891 31.743292, -106.313996 31.743142, -106.314712 31.743505, -106.314896 31.743242, -106.315146 31.743369, -106.315479 31.742892, -106.315268 31.742785, -106.315476 31.742487, -106.314793 31.742141, -106.314949 31.741919, -106.3149 31.741894, -106.314976 31.741784, -106.314842 31.741716, -106.314767 31.741822, -106.314394 31.741633, -106.314438 31.741571, -106.314351 31.741527, -106.314321 31.741569, -106.313914 31.741362, -106.31291 31.742795)))",microsoft_us_building_footprints
ms-tx-000177,Microsoft footprint TX #178,TX,El Paso,El Paso County,"Fifer's Arena, El Paso, El Paso County, Texas, 79907, United States",160621.5,31.7199978,-106.3180504,,commercial_industrial_unknown,unknown,"MULTIPOLYGON (((-106.3187 31.719361, -106.318117 31.719241, -106.318151 31.71912, -106.317862 31.71906, -106.317405 31.720666, -106.317808 31.720749, -106.317792 31.720807, -106.317837 31.720817, -106.317848 31.72078, -106.318271 31.720867, -106.3187 31.719361)))",microsoft_us_building_footprints
ms-tx-000178,Microsoft footprint TX #179,TX,El Paso,El Paso County,"Walmart Supercenter, 10727, Gateway Boulevard West, El Paso, El Paso County, Texas, 79935, United States",214651.78,31.7531835,-106.3399703,,commercial_industrial_unknown,unknown,"MULTIPOLYGON (((-106.339037 31.753306, -106.34039 31.754076, -106.340971 31.753337, -106.340808 31.753245, -106.340923 31.753099, -106.339981 31.752563, -106.339897 31.75267, -106.339773 31.752599, -106.339887 31.752454, -106.339491 31.752228, -106.339225 31.752566, -106.33942 31.752677, -106.339254 31.752888, -106.339032 31.752762, -106.338937 31.752883, -106.339149 31.753004, -106.339122 31.753038, -106.339209 31.753087, -106.339037 31.753306)))",microsoft_us_building_footprints
ms-tx-000179,Microsoft footprint TX #180,TX,El Paso,El Paso County,"Spur Drive, El Paso, El Paso County, Texas, 79925, United States",356074.5,31.8177146,-106.3854210,,commercial_industrial_unknown,unknown,"MULTIPOLYGON (((-106.387188 31.817841, -106.385255 31.817865, -106.385214 31.817831, -106.385251 31.8178, -106.385187 31.817747, -106.38516 31.817747, -106.385137 31.817768, -106.38509 31.817729, -106.385066 31.816305, -106.384162 31.816316, -106.384187 31.817748, -106.384511 31.817744, -106.384515 31.81796, -106.384691 31.818105, -106.384659 31.818133, -106.384734 31.818195, -106.384765 31.818168, -106.385007 31.818367, -106.385264 31.818364, -106.385268 31.818637, -106.387202 31.818613, -106.387188 31.817841)))",microsoft_us_building_footprints
ms-tx-000180,Microsoft footprint TX #181,TX,El Paso,El Paso County,"Bassett Place, Montana Avenue, El Paso, El Paso County, Texas, 79903, United States",576563.79,31.7835051,-106.4123523,,commercial_industrial_unknown,unknown,"MULTIPOLYGON (((-106.41459 31.783505, -106.414652 31.783149, -106.414896 31.783092, -106.414745 31.782625, -106.41464 31.782649, -106.41453 31.782311, -106.41342 31.78257, -106.413314 31.782877, -106.413045 31.78294, -106.413036 31.782991, -106.413108 31.783213, -106.413107 31.78322, -106.41231 31.783449, -106.412124 31.782875, -106.412105 31.782879, -106.412121 31.782928, -106.410012 31.783421, -106.409942 31.783825, -106.410076 31.783842, -106.410282 31.784479, -106.410676 31.784387, -106.410738 31.784578, -106.411317 31.784443, -106.411305 31.784407, -106.412606 31.784103, -106.41263 31.783963, -106.41459 31.783505)))",microsoft_us_building_footprints
ms-tx-000181,Microsoft footprint TX #182,TX,El Paso,El Paso County,"Sam's Club, 9498, Gateway North Boulevard, Del Norte Acres, El Paso, El Paso County, Texas, 79924, United States",138193.95,31.8810466,-106.4394402,,commercial_industrial_unknown,unknown,"MULTIPOLYGON (((-106.439983 31.8805, -106.439367 31.880499, -106.439368 31.880269, -106.439208 31.880269, -106.439208 31.880501, -106.438934 31.880501, -106.438932 31.88136, -106.438929 31.88136, -106.438928 31.881694, -106.439159 31.881695, -106.439159 31.881638, -106.439802 31.881639, -106.439803 31.881573, -106.439765 31.881573, -106.439765 31.881532, -106.43998 31.881532, -106.439983 31.8805)))",microsoft_us_building_footprints
ms-tx-000182,Microsoft footprint TX #183,TX,El Paso,El Paso County,"SmartStyle, 4530, Woodrow Bean Transmountain Drive, El Paso, El Paso County, Texas, 79924, United States",234120.58,31.8962135,-106.4382210,,commercial_industrial_unknown,unknown,"MULTIPOLYGON (((-106.439372 31.896613, -106.439376 31.896254, -106.439185 31.896252, -106.439188 31.896078, -106.43955 31.896081, -106.439551 31.89593, -106.43929 31.895927, -106.439291 31.895898, -106.439174 31.895897, -106.439175 31.895758, -106.438727 31.895754, -106.438728 31.89567, -106.438564 31.895668, -106.438562 31.895775, -106.437711 31.895768, -106.437711 31.895708, -106.436904 31.895701, -106.436903 31.895803, -106.437171 31.895806, -106.437161 31.896622, -106.4374 31.896624, -106.437399 31.896715, -106.438396 31.896723, -106.438395 31.896746, -106.438514 31.896747, -106.438515 31.896728, -106.43863 31.896729, -106.43863 31.896684, -106.438995 31.896688, -106.438996 31.89661, -106.439372 31.896613)))",microsoft_us_building_footprints
ms-tx-000183,Microsoft footprint TX #184,TX,Austin,Travis County,"Applied Materials Bldg. 36, 9700, Harris Branch Parkway, Austin, Travis County, Texas, 78754, United States",400023.03,30.3401625,-97.6142576,,commercial_industrial_unknown,unknown,"MULTIPOLYGON (((-97.613085 30.338752, -97.613376 30.339749, -97.613548 30.339711, -97.613733 30.340345, -97.613871 30.340314, -97.613898 30.340404, -97.614161 30.340346, -97.614128 30.340232, -97.614553 30.340139, -97.614737 30.34077, -97.613873 30.340958, -97.614161 30.341941, -97.614806 30.341801, -97.614826 30.341869, -97.615082 30.341813, -97.615049 30.341702, -97.615511 30.341601, -97.615288 30.340838, -97.615139 30.34087, -97.61511 30.34077, -97.61498 30.340799, -97.61495 30.340696, -97.614847 30.340719, -97.614508 30.33956, -97.61441 30.339582, -97.61438 30.339481, -97.6145 30.339455, -97.614467 30.339342, -97.614584 30.339317, -97.614551 30.339204, -97.614651 30.339183, -97.614439 30.338457, -97.613085 30.338752)))",microsoft_us_building_footprints
ms-tx-000184,Microsoft footprint TX #185,TX,Pflugerville,Travis County,"New Meister Lane, Spring Trails, Pflugerville, Travis County, Texas, 78664, United States",143665.67,30.4822670,-97.6281400,,commercial_industrial_unknown,unknown,"MULTIPOLYGON (((-97.627451 30.481446, -97.627998 30.482768, -97.627997 30.482769, -97.628055 30.482909, -97.628109 30.482893, -97.628274 30.48329, -97.62883 30.483119, -97.62806 30.481258, -97.627451 30.481446)))",microsoft_us_building_footprints
ms-tx-000185,Microsoft footprint TX #186,TX,El Paso,El Paso County,"Party City, 655, Sunland Park Drive, El Paso, El Paso County, Texas, 79912, United States",197167.98,31.8216490,-106.5437950,,commercial_industrial_unknown,unknown,"MULTIPOLYGON (((-106.543967 31.821051, -106.543637 31.82123, -106.543613 31.821197, -106.543466 31.821277, -106.543469 31.821348, -106.542481 31.821885, -106.542663 31.822126, -106.542916 31.821988, -106.542917 31.82202, -106.542853 31.822055, -106.54292 31.822144, -106.542749 31.822237, -106.542996 31.822565, -106.543336 31.82238, -106.543294 31.822324, -106.543293 31.822293, -106.543846 31.821992, -106.543891 31.822051, -106.54423 31.821867, -106.544278 31.821931, -106.544372 31.821881, -106.543966 31.821342, -106.544048 31.821298, -106.544447 31.821285, -106.544458 31.821558, -106.544932 31.821544, -106.544934 31.821609, -106.544993 31.821607, -106.545012 31.821597, -106.545004 31.821417, -106.545254 31.82141, -106.545237 31.821011, -106.543967 31.821051)))",microsoft_us_building_footprints
ms-tx-000186,Microsoft footprint TX #187,TX,San Benito,Cameron County,"933, 4th Street, San Benito, Cameron County, Texas, 78586, United States",167867.52,26.1447311,-97.6325392,,commercial_industrial_unknown,unknown,"MULTIPOLYGON (((-97.633712 26.145197, -97.633342 26.144951, -97.633361 26.144927, -97.631674 26.143805, -97.631348 26.1442, -97.631365 26.144212, -97.631309 26.14428, -97.631343 26.144303, -97.631381 26.144258, -97.632399 26.144935, -97.632312 26.145041, -97.632429 26.145119, -97.632484 26.145053, -97.633088 26.145455, -97.633039 26.145515, -97.633139 26.145582, -97.633173 26.145541, -97.633337 26.145651, -97.633712 26.145197)))",microsoft_us_building_footprints
ms-tx-000187,Microsoft footprint TX #188,TX,Corpus Christi,Nueces County,"Corpus Christi Medical Center - Northwest Regional, 13725, Northwest Boulevard, Calallen, Corpus Christi, Nueces County, Texas, 78410, United States",136751.95,27.8548078,-97.6356980,,commercial_industrial_unknown,unknown,"MULTIPOLYGON (((-97.636694 27.854332, -97.635887 27.854249, -97.635852 27.854515, -97.635678 27.854497, -97.635703 27.854306, -97.635602 27.854296, -97.635588 27.854404, -97.635497 27.854425, -97.635424 27.854335, -97.635397 27.85454, -97.635097 27.85451, -97.635073 27.854687, -97.635214 27.854597, -97.635184 27.854828, -97.634976 27.854711, -97.63486 27.854872, -97.634708 27.854856, -97.634656 27.855249, -97.635064 27.855291, -97.635076 27.8552, -97.634696 27.855161, -97.634706 27.855089, -97.63478 27.855096, -97.634933 27.854884, -97.635159 27.854907, -97.635119 27.855212, -97.635189 27.855252, -97.635935 27.855328, -97.636257 27.855122, -97.636121 27.854663, -97.636709 27.854527, -97.636599 27.854393, -97.636694 27.854332)))",microsoft_us_building_footprints
ms-tx-000188,Microsoft footprint TX #189,TX,Round Rock,Williamson County,"Dell Round Rock 1, 1, Dell Way, Dell Technologies - Round Rock Campus, Round Rock, Williamson County, Texas, 78682, United States",168270.21,30.4839479,-97.6661110,,commercial_industrial_unknown,unknown,"MULTIPOLYGON (((-97.665646 30.48327, -97.665588 30.483384, -97.665528 30.483378, -97.665511 30.483494, -97.665334 30.483843, -97.665264 30.483836, -97.665231 30.4839, -97.665262 30.483912, -97.665187 30.484059, -97.665561 30.4842, -97.665558 30.484225, -97.665842 30.484448, -97.666181 30.484485, -97.666168 30.484498, -97.666561 30.484645, -97.666619 30.48453, -97.666672 30.484535, -97.666701 30.484478, -97.666683 30.484463, -97.666881 30.484072, -97.666945 30.484078, -97.666974 30.484021, -97.666948 30.484001, -97.66702 30.483858, -97.666637 30.483714, -97.666678 30.483633, -97.666612 30.483608, -97.66662 30.483551, -97.666161 30.483378, -97.666144 30.483394, -97.666069 30.483366, -97.666042 30.483419, -97.665646 30.48327)))",microsoft_us_building_footprints
ms-tx-000189,Microsoft footprint TX #190,TX,Wells Branch,Travis County,"Bratton Lane, Wells Branch, Travis County, Texas, 78728, United States",108056.65,30.4624224,-97.6711632,,commercial_industrial_unknown,unknown,"MULTIPOLYGON (((-97.670479 30.463109, -97.670915 30.463289, -97.670963 30.463203, -97.671019 30.463227, -97.671845 30.461747, -97.671352 30.461543, -97.670479 30.463109)))",microsoft_us_building_footprints
ms-tx-000190,Microsoft footprint TX #191,TX,Round Rock,Williamson County,"Magnolia Drive, Round Rock, Williamson County, Texas, 78682, United States",124698.21,30.4884665,-97.6705571,,commercial_industrial_unknown,unknown,"MULTIPOLYGON (((-97.670851 30.488344, -97.670659 30.488405, -97.670638 30.488353, -97.670303 30.488294, -97.670261 30.488473, -97.669998 30.487852, -97.6698 30.487914, -97.669767 30.488054, -97.669728 30.488066, -97.670057 30.488846, -97.670093 30.488834, -97.670121 30.4889, -97.670214 30.488917, -97.670358 30.488871, -97.670317 30.488775, -97.670471 30.488727, -97.670705 30.48928, -97.670741 30.489269, -97.670779 30.489359, -97.670998 30.48929, -97.670959 30.489198, -97.671026 30.489177, -97.670798 30.488638, -97.670969 30.488585, -97.671011 30.488685, -97.671227 30.488617, -97.671188 30.488525, -97.671263 30.488501, -97.670932 30.487718, -97.670894 30.48773, -97.670853 30.487634, -97.670586 30.487718, -97.670851 30.488344)))",microsoft_us_building_footprints
ms-tx-000191,Microsoft footprint TX #192,TX,Harker Heights,Bell County,"Harker Heights High School, Knight's Way, Harker Heights, Bell County, Texas, 76548, United States",278031.81,31.0566004,-97.6510723,,commercial_industrial_unknown,unknown,"MULTIPOLYGON (((-97.650975 31.05598, -97.650976 31.055971, -97.649827 31.055909, -97.649802 31.05626, -97.649721 31.056293, -97.649697 31.05663, -97.65052 31.056674, -97.650487 31.057123, -97.650766 31.057138, -97.650781 31.05693, -97.650977 31.05694, -97.650955 31.057241, -97.651207 31.057255, -97.6513 31.057217, -97.651277 31.057538, -97.651416 31.057545, -97.65142 31.05749, -97.651767 31.057509, -97.651781 31.057325, -97.652083 31.057341, -97.652115 31.056897, -97.651625 31.056871, -97.651635 31.056732, -97.651755 31.056739, -97.651695 31.056631, -97.652333 31.056665, -97.652366 31.056214, -97.651033 31.056142, -97.651045 31.055983, -97.650975 31.05598)))",microsoft_us_building_footprints
ms-tx-000192,Microsoft footprint TX #193,TX,Austin,Travis County,"7401, East Ben White Boulevard, Austin, Travis County, Texas, 78741, United States",104150.32,30.2149726,-97.6949763,,commercial_industrial_unknown,unknown,"MULTIPOLYGON (((-97.695547 30.214477, -97.695105 30.214589, -97.695104 30.214585, -97.694609 30.21471, -97.694604 30.21478, -97.69421 30.214879, -97.694289 30.215114, -97.694266 30.21512, -97.694313 30.21526, -97.694364 30.215263, -97.694373 30.215291, -97.69437 30.21533, -97.694459 30.215493, -97.694517 30.215478, -97.69452 30.215437, -97.694863 30.215351, -97.694865 30.215356, -97.695362 30.215231, -97.695367 30.215166, -97.695739 30.215058, -97.69574 30.215049, -97.695547 30.214477)))",microsoft_us_building_footprints
ms-tx-000193,Microsoft footprint TX #194,TX,Austin,Travis County,"VA Financial Services Center, 7600, Metropolis Drive, MetCenter, Austin, Travis County, Texas, 78741, United States",151619.42,30.2078010,-97.6960727,,commercial_industrial_unknown,unknown,"MULTIPOLYGON (((-97.697075 30.208007, -97.69696 30.207389, -97.696991 30.207385, -97.696974 30.20729, -97.696934 30.207295, -97.69693 30.20727, -97.696823 30.207285, -97.696834 30.207349, -97.695072 30.207594, -97.695187 30.208212, -97.695158 30.208216, -97.695181 30.208338, -97.69533 30.208317, -97.695318 30.208251, -97.697075 30.208007)))",microsoft_us_building_footprints
